,country,age,overall_score,gender,country_id
21033,NG,30,27,M,165
21034,ID,23,31,M,102
21035,US,19,23,F,234
21036,GB,25,24,M,78
21037,US,29,25,F,234
21038,GB,17,26,M,78
21039,US,20,25,F,234
21040,PL,18,29,F,180
21041,AU,18,28,M,13
21042,DK,23,20,M,59
21043,US,30,27,F,234
21044,GB,25,29,F,78
21045,SG,24,25,F,199
21046,US,48,30,F,234
21047,CA,18,28,F,38
21048,US,16,25,F,234
21049,IN,49,26,F,106
21050,IN,52,25,M,106
21051,SE,46,25,F,198
21052,US,19,26,F,234
21053,SI,26,26,F,201
21054,IN,21,24,M,106
21055,PT,33,26,F,185
21056,GB,15,28,F,78
21057,US,19,30,F,234
21058,GB,52,26,F,78
21059,US,27,27,F,234
21060,NZ,16,25,M,172
21061,GB,34,25,M,78
21062,GB,33,29,F,78
21063,GB,33,26,M,78
21064,US,32,22,F,234
21065,CA,30,33,F,38
21066,US,23,27,M,234
21067,US,47,27,F,234
21068,US,14,33,M,234
21069,GR,17,26,M,90
21070,US,20,29,F,234
21071,US,15,25,F,234
21072,US,15,28,M,234
21073,US,22,29,M,234
21074,US,15,23,O,234
21075,CA,51,24,F,38
21076,US,52,27,M,234
21077,US,16,27,M,234
21078,US,43,28,M,234
21079,US,41,23,M,234
21080,CA,16,22,F,38
21081,US,39,24,M,234
21082,US,13,25,F,234
21083,US,38,26,M,234
21084,US,42,27,F,234
21085,US,25,29,F,234
21086,CA,65,25,F,38
21087,CA,49,27,F,38
21088,US,51,25,M,234
21089,US,37,26,F,234
21090,US,26,26,F,234
21091,US,14,21,F,234
21092,CA,18,25,F,38
21093,US,24,22,F,234
21094,SG,17,26,F,199
21095,US,16,29,M,234
21096,US,14,20,M,234
21097,IN,43,33,F,106
21098,US,20,21,M,234
21099,AE,22,26,F,1
21100,US,19,23,F,234
21101,AU,43,27,F,13
21102,US,0,29,M,234
21103,GB,41,15,M,78
21104,IN,20,22,M,106
21105,SK,20,29,M,203
21106,KE,43,28,M,116
21107,NO,26,25,F,168
21108,IN,16,28,F,106
21109,NL,22,28,F,167
21110,AT,38,28,F,12
21111,AU,38,26,F,13
21112,US,24,28,M,234
21113,US,37,25,F,234
21114,AU,23,29,F,13
21115,AU,13,26,F,13
21116,US,47,22,M,234
21117,GB,18,22,M,78
21118,IE,22,26,M,103
21119,GB,30,25,M,78
21120,US,17,25,F,234
21121,US,55,25,M,234
21122,US,27,24,F,234
21123,NO,28,28,M,168
21124,US,17,29,O,234
21125,US,0,22,F,234
21126,NO,20,31,F,168
21127,US,14,27,F,234
21128,US,13,25,F,234
21129,NG,16,30,F,165
21130,US,14,29,F,234
21131,US,16,26,F,234
21132,AU,22,30,F,13
21133,CA,18,24,F,38
21134,BE,19,22,F,20
21135,US,22,31,M,234
21136,GB,32,25,M,78
21137,US,36,24,M,234
21138,US,62,27,M,234
21139,US,23,26,F,234
21141,IN,34,27,M,106
21142,US,37,25,F,234
21143,US,13,26,F,234
21144,US,22,29,F,234
21145,US,37,28,F,234
21146,US,23,27,M,234
21147,US,20,28,M,234
21148,SE,40,29,M,198
21149,CZ,37,28,M,56
21150,IN,43,30,F,106
21151,IN,20,25,F,106
21152,US,20,27,F,234
21153,DE,25,28,F,57
21154,GB,21,27,F,78
21155,US,27,26,M,234
21156,US,16,27,M,234
21157,US,15,25,M,234
21158,CA,22,30,F,38
21159,US,25,32,F,234
21160,CA,22,26,F,38
21161,CA,56,24,F,38
21162,US,21,27,M,234
21163,GB,18,25,F,78
21164,US,13,24,F,234
21165,US,21,30,F,234
21166,US,70,26,M,234
21167,GB,43,27,M,78
21168,US,32,24,F,234
21169,US,61,26,M,234
21170,US,25,34,F,234
21171,CA,41,28,F,38
21172,US,18,28,F,234
21173,BD,54,25,M,19
21174,CA,18,27,O,38
21175,US,18,25,M,234
21176,US,15,25,M,234
21177,US,28,27,F,234
21178,US,46,26,M,234
21179,CA,18,26,F,38
21180,US,28,28,M,234
21181,US,16,27,M,234
21182,US,17,26,M,234
21183,AU,24,26,F,13
21184,US,20,21,F,234
21185,JP,23,27,M,115
21186,AU,18,26,F,13
21187,CA,46,33,F,38
21188,US,34,29,F,234
21189,US,18,29,F,234
21190,US,15,27,F,234
21191,IR,21,27,M,109
21192,US,16,30,M,234
21193,US,15,25,F,234
21194,US,35,25,F,234
21195,TH,23,25,F,219
21196,US,19,26,F,234
21197,IT,18,25,M,111
21198,UA,29,29,F,231
21199,US,15,32,F,234
21200,US,18,29,F,234
21201,RO,28,27,F,190
21203,SG,13,24,F,199
21204,SE,20,27,F,198
21205,AU,20,24,M,13
21206,AU,19,29,F,13
21207,AU,17,26,F,13
21208,AU,21,24,F,13
21209,PT,19,28,F,185
21210,GB,34,26,F,78
21211,AU,14,26,F,13
21212,AU,16,23,F,13
21213,NZ,18,30,F,172
21215,US,25,27,F,234
21217,GB,18,24,M,78
21218,US,71,23,F,234
21219,GB,21,26,F,78
21220,GB,21,20,F,78
21221,DE,14,32,F,57
21222,IN,16,21,F,106
21223,IN,12,25,F,106
21224,RO,19,25,M,190
21225,US,23,26,M,234
21226,SG,18,26,F,199
21227,CA,28,31,F,38
21228,US,22,26,F,234
21229,GB,16,24,F,78
21230,US,22,28,F,234
21231,NZ,25,27,M,172
21232,US,32,28,M,234
21233,GB,19,29,M,78
21234,GB,18,29,F,78
21235,AU,19,23,M,13
21236,GB,16,25,F,78
21237,US,23,28,M,234
21238,FI,28,26,F,71
21239,CA,40,24,M,38
21240,US,20,25,F,234
21241,LT,23,28,M,134
21242,HU,16,27,M,101
21243,IN,19,12,F,106
21244,CA,26,25,M,38
21245,GB,14,26,F,78
21246,US,47,27,M,234
21247,DE,17,33,M,57
21248,US,30,28,M,234
21249,US,45,26,M,234
21250,US,16,27,F,234
21251,US,56,25,F,234
21252,BG,18,32,M,22
21253,GB,19,21,F,78
21254,GB,16,19,F,78
21255,US,18,31,F,234
21256,GB,26,25,F,78
21257,AU,14,28,M,13
21258,BE,48,27,F,20
21259,US,25,29,O,234
21260,US,16,27,F,234
21261,CA,15,30,F,38
21262,US,20,22,F,234
21263,PH,15,29,F,178
21264,AU,19,27,F,13
21265,CO,22,28,F,49
21266,US,23,26,F,234
21267,PH,23,27,F,178
21268,AU,17,28,F,13
21269,AU,16,27,F,13
21270,AU,17,26,F,13
21271,AU,16,25,F,13
21272,AU,16,31,M,13
21273,NZ,17,29,F,172
21274,PH,23,29,M,178
21275,PH,21,23,F,178
21276,PH,20,30,M,178
21277,US,25,26,F,234
21278,US,22,25,F,234
21279,US,14,29,F,234
21280,US,7,30,M,234
21281,SE,25,27,M,198
21283,CA,64,25,M,38
21284,US,15,30,F,234
21285,NZ,17,26,F,172
21286,DK,24,30,F,59
21287,GB,37,25,F,78
21288,US,35,27,M,234
21289,GB,16,26,M,78
21290,US,16,26,F,234
21292,AU,19,33,M,13
21293,ZA,43,26,F,248
21294,NZ,25,27,M,172
21296,US,59,28,M,234
21297,BG,30,27,O,22
21298,NG,31,22,F,165
21299,SK,22,30,F,203
21300,GB,18,26,M,78
21301,NL,0,27,0,167
21302,US,13,27,M,234
21303,US,58,28,F,234
21304,IN,21,20,F,106
21305,TT,20,27,F,227
21306,US,14,25,O,234
21307,SG,17,27,F,199
21308,PH,26,27,M,178
21309,NO,39,26,M,168
21310,US,34,28,F,234
21311,US,25,27,M,234
21312,BG,22,30,F,22
21313,BG,21,10,M,22
21314,US,16,24,F,234
21315,GB,40,25,F,78
21316,US,58,24,F,234
21317,US,16,27,F,234
21318,RU,34,25,F,192
21319,US,63,23,F,234
21320,BE,16,26,M,20
21321,FI,33,26,F,71
21322,GB,16,26,F,78
21323,GR,31,35,M,90
21324,US,20,28,F,234
21325,US,32,27,M,234
21326,GB,31,25,M,78
21327,DK,28,31,F,59
21328,US,54,19,F,234
21329,US,31,32,F,234
21330,CA,14,27,F,38
21331,CH,31,28,M,43
21332,US,26,16,F,234
21333,HU,29,27,F,101
21334,GB,23,24,M,78
21335,AT,20,29,F,12
21336,GB,17,30,F,78
21337,CA,25,27,F,38
21338,CA,26,25,F,38
21339,US,18,22,F,234
21340,US,17,27,F,234
21341,CA,34,24,M,38
21342,US,18,24,F,234
21343,CA,15,27,F,38
21344,NO,23,30,F,168
21345,AU,15,24,M,13
21346,AU,15,24,F,13
21347,US,20,25,F,234
21349,KR,17,29,F,123
21350,CA,15,26,M,38
21351,US,17,29,F,234
21352,US,14,28,F,234
21353,US,21,25,M,234
21354,SG,24,27,F,199
21355,US,24,28,F,234
21356,US,18,29,M,234
21357,US,25,28,F,234
21358,US,17,28,F,234
21359,US,15,27,F,234
21360,US,18,26,M,234
21361,US,15,23,M,234
21362,BE,21,23,F,20
21363,US,26,23,F,234
21364,US,14,25,F,234
21365,KE,41,30,F,116
21366,GB,32,30,M,78
21367,SA,40,25,F,194
21368,FR,26,32,F,76
21369,KE,35,28,M,116
21370,GB,55,26,M,78
21371,AU,17,27,F,13
21372,GB,63,24,M,78
21373,AU,12,27,F,13
21374,AU,15,30,M,13
21375,FR,18,26,F,76
21376,US,65,23,F,234
21377,US,52,32,F,234
21378,US,24,28,F,234
21379,US,49,24,F,234
21380,US,41,25,M,234
21381,ZA,20,26,F,248
21382,GB,33,25,F,78
21383,IN,39,29,M,106
21384,US,42,28,F,234
21385,GB,18,26,F,78
21386,US,55,31,F,234
21387,US,22,27,F,234
21388,MX,14,30,M,158
21389,IT,19,29,F,111
21390,AU,22,30,M,13
21392,GB,27,22,F,78
21393,US,20,28,M,234
21394,US,27,28,M,234
21395,US,17,27,M,234
21396,CA,36,24,F,38
21397,CR,31,27,M,50
21398,CA,17,29,F,38
21399,GB,23,28,F,78
21400,US,15,26,F,234
21401,CA,27,28,M,38
21402,US,29,27,F,234
21403,IT,26,25,M,111
21404,GB,28,26,M,78
21405,NZ,25,27,M,172
21406,US,42,25,F,234
21407,GB,56,29,F,78
21408,US,31,29,F,234
21409,US,23,28,F,234
21410,US,38,25,F,234
21411,US,17,27,M,234
21412,US,20,27,F,234
21413,MY,20,26,F,159
21414,US,16,24,F,234
21415,SG,52,26,F,199
21416,IN,24,31,F,106
21417,SA,30,25,M,194
21418,NZ,15,21,F,172
21419,US,15,27,F,234
21420,US,19,26,M,234
21421,MX,22,29,M,158
21422,US,18,27,F,234
21423,AU,50,29,F,13
21424,US,19,31,M,234
21425,PH,20,21,M,178
21426,US,22,27,M,234
21427,US,22,25,M,234
21428,US,16,30,F,234
21429,HR,32,26,F,99
21430,CA,33,30,M,38
21431,IN,46,29,F,106
21432,GB,34,31,M,78
21433,US,16,28,M,234
21434,US,29,25,M,234
21435,CA,56,28,F,38
21436,AU,26,30,F,13
21437,GB,48,30,F,78
21438,GB,42,26,F,78
21439,FR,28,32,M,76
21440,US,14,29,F,234
21441,AU,22,26,M,13
21442,GB,16,25,M,78
21443,GB,20,27,F,78
21444,GB,67,25,F,78
21445,US,23,29,F,234
21446,GB,48,26,F,78
21447,US,51,26,M,234
21448,BE,27,29,M,20
21449,US,25,29,F,234
21450,AU,30,27,F,13
21451,US,30,23,F,234
21452,IN,25,32,M,106
21453,IN,20,32,F,106
21454,SG,17,29,F,199
21455,AU,61,26,M,13
21456,RO,29,27,O,190
21457,US,17,32,F,234
21458,GB,50,26,F,78
21459,US,22,28,F,234
21460,US,45,28,F,234
21461,PL,24,29,F,180
21462,HR,18,25,F,99
21463,GB,18,26,F,78
21464,GB,15,22,F,78
21465,US,16,26,F,234
21466,GB,35,25,O,78
21467,GB,19,28,M,78
21468,US,58,30,M,234
21469,US,27,27,M,234
21470,GB,24,26,M,78
21471,US,19,30,F,234
21472,CL,19,30,F,46
21474,EG,34,27,M,65
21475,US,46,28,F,234
21476,US,50,28,F,234
21477,CA,24,28,O,38
21478,NZ,25,26,F,172
21479,US,22,31,F,234
21480,US,15,24,F,234
21481,BR,17,27,F,31
21482,CA,26,27,F,38
21483,US,12,26,F,234
21484,US,21,26,M,234
21485,US,16,25,F,234
21486,US,15,27,M,234
21487,CA,21,32,F,38
21488,US,23,26,F,234
21489,NZ,40,27,F,172
21490,AU,43,27,F,13
21491,US,52,27,F,234
21492,CA,17,30,F,38
21493,US,26,28,F,234
21494,GB,55,29,M,78
21495,AU,28,28,M,13
21496,GB,34,24,F,78
21497,GB,35,25,M,78
21498,US,18,26,M,234
21499,ES,20,25,M,68
21500,DE,16,26,F,57
21501,IT,27,24,M,111
21502,GB,60,27,F,78
21503,GB,51,26,F,78
21504,GB,36,25,M,78
21505,GB,13,25,M,78
21506,CA,61,28,0,38
21507,GB,58,26,M,78
21508,GB,21,25,F,78
21509,US,16,25,F,234
21510,CA,45,29,F,38
21511,AU,17,25,F,13
21512,SE,40,30,M,198
21513,AU,18,32,M,13
21514,GB,23,28,F,78
21515,GB,18,27,F,78
21516,SI,15,23,M,201
21517,HU,43,28,M,101
21518,AU,18,27,M,13
21519,AU,18,29,M,13
21520,GB,18,29,F,78
21521,IE,20,28,F,103
21522,GB,15,26,F,78
21523,CA,23,29,F,38
21524,US,34,27,F,234
21525,US,15,28,F,234
21526,AU,18,26,F,13
21527,GB,0,29,F,78
21528,ES,37,30,F,68
21529,US,47,27,F,234
21530,CA,42,29,F,38
21531,US,52,29,F,234
21532,US,13,24,F,234
21533,IT,20,27,F,111
21534,US,53,27,M,234
21535,AU,35,28,F,13
21536,GB,33,26,F,78
21537,PL,24,23,M,180
21538,CA,42,27,F,38
21539,CA,28,24,F,38
21540,FI,34,28,F,71
21541,GB,17,23,F,78
21542,AU,20,29,F,13
21543,SE,53,28,F,198
21544,CA,44,25,O,38
21545,US,37,25,M,234
21546,GB,24,24,M,78
21547,IE,30,26,M,103
21549,GB,49,28,F,78
21550,DE,56,23,M,57
21551,US,15,29,M,234
21552,GB,20,31,M,78
21553,US,57,26,F,234
21554,GB,32,22,F,78
21555,GB,39,25,M,78
21556,TR,27,33,M,226
21557,GB,45,26,F,78
21558,NZ,55,30,F,172
21559,US,24,25,M,234
21560,US,27,30,F,234
21561,AU,41,27,M,13
21562,US,24,26,F,234
21563,US,42,28,F,234
21564,US,17,25,M,234
21565,NZ,37,24,F,172
21566,AU,18,19,F,13
21567,CA,35,27,F,38
21568,US,29,25,F,234
21569,US,21,28,F,234
21570,AU,42,23,M,13
21571,US,16,28,M,234
21572,US,30,28,F,234
21573,US,19,23,F,234
21574,US,19,27,M,234
21575,US,17,29,F,234
21576,US,20,22,F,234
21577,US,43,27,F,234
21578,US,26,30,F,234
21579,US,23,27,M,234
21580,US,23,22,F,234
21581,US,25,20,F,234
21582,CA,49,26,F,38
21583,US,21,30,F,234
21584,US,18,27,F,234
21585,IN,17,23,F,106
21586,PH,28,29,F,178
21587,TW,34,29,F,229
21588,NZ,20,25,M,172
21589,US,18,27,F,234
21590,US,21,30,M,234
21591,IN,44,10,F,106
21592,GR,54,27,F,90
21593,NL,30,24,F,167
21594,MY,0,26,F,159
21595,US,23,27,M,234
21596,IN,40,28,M,106
21597,FR,36,23,M,76
21598,GB,22,30,F,78
21599,GB,40,26,M,78
21600,SK,24,24,M,203
21601,SA,41,23,M,194
21602,PH,43,24,F,178
21603,PK,23,27,M,179
21604,US,48,23,F,234
21605,GB,51,27,F,78
21606,US,27,30,F,234
21607,NG,30,34,M,165
21608,GB,68,23,M,78
21609,PK,29,25,M,179
21610,AU,41,30,M,13
21611,MY,21,24,F,159
21612,AU,14,26,F,13
21613,TW,23,40,F,229
21614,CA,24,40,0,38
21615,IN,28,25,F,106
21616,US,42,30,F,234
21617,GB,27,27,F,78
21618,IE,19,19,F,103
21619,US,53,24,M,234
21620,US,32,27,M,234
21621,AU,34,29,M,13
21622,SG,16,30,M,199
21623,GB,15,31,F,78
21624,CA,20,28,M,38
21625,CA,22,40,M,38
21626,CA,23,28,M,38
21627,IN,0,29,F,106
21628,US,25,20,O,234
21629,US,28,26,F,234
21630,IN,21,26,F,106
21631,US,56,25,F,234
21632,US,37,33,M,234
21633,US,32,30,M,234
21634,GB,17,24,F,78
21635,BD,21,27,M,19
21636,GB,18,28,F,78
21638,US,69,24,F,234
21639,BE,21,29,M,20
21640,GB,15,27,F,78
21641,GB,35,29,F,78
21642,US,14,29,F,234
21643,US,41,30,F,234
21644,US,13,23,F,234
21645,US,21,27,F,234
21646,GB,15,26,F,78
21647,US,5,31,F,234
21648,US,15,26,F,234
21649,GB,16,30,M,78
21650,GH,28,23,F,83
21651,CH,21,26,F,43
21652,US,15,25,F,234
21653,GB,16,24,F,78
21654,US,15,26,F,234
21655,ES,15,29,M,68
21656,CA,18,28,F,38
21657,SG,36,26,F,199
21658,US,21,25,F,234
21659,US,39,26,F,234
21660,US,15,29,F,234
21661,CA,13,28,F,38
21662,US,30,28,F,234
21663,MK,24,24,F,145
21664,CA,20,33,F,38
21665,US,53,22,F,234
21666,CA,21,27,F,38
21667,AU,16,24,F,13
21668,PH,58,25,F,178
21669,AU,42,23,F,13
21670,CA,16,27,F,38
21671,US,14,26,F,234
21672,US,17,26,F,234
21673,US,16,29,M,234
21674,ZA,19,28,F,248
21675,US,18,27,F,234
21676,US,17,25,F,234
21677,US,19,27,M,234
21678,US,41,27,M,234
21679,US,24,23,F,234
21680,US,15,24,F,234
21681,CA,24,28,F,38
21682,US,16,27,F,234
21683,PK,22,27,M,179
21684,AU,16,27,M,13
21685,US,20,25,M,234
21686,CA,29,28,F,38
21687,AR,25,28,M,10
21688,NZ,18,27,M,172
21689,US,21,24,F,234
21690,US,40,28,M,234
21691,DE,18,23,M,57
21692,RO,30,24,F,190
21693,US,15,30,F,234
21694,SG,14,31,F,199
21695,US,14,27,F,234
21696,MY,25,27,M,159
21697,AU,50,30,F,13
21698,US,17,30,F,234
21699,US,15,28,F,234
21701,FI,26,26,F,71
21702,IN,27,26,F,106
21703,AU,15,22,F,13
21704,HR,23,28,F,99
21705,CN,0,29,F,48
21706,FI,57,24,M,71
21707,ES,18,25,F,68
21708,GB,48,27,M,78
21709,AU,17,29,F,13
21710,NL,43,23,F,167
21712,AU,20,25,F,13
21713,US,20,26,F,234
21714,AU,26,31,F,13
21715,RU,32,29,F,192
21716,GB,48,28,M,78
21717,BE,17,19,M,20
21718,IE,19,28,F,103
21719,GB,32,26,F,78
21720,AU,16,24,F,13
21721,RO,14,28,F,190
21722,CA,23,28,F,38
21723,IT,30,16,M,111
21725,GB,14,24,O,78
21726,US,36,30,F,234
21727,US,61,25,F,234
21728,US,20,27,F,234
21729,PL,17,25,F,180
21730,US,31,25,M,234
21731,US,20,27,M,234
21732,US,41,27,M,234
21733,US,23,28,M,234
21734,CA,39,27,F,38
21736,CA,27,26,M,38
21737,US,61,26,F,234
21738,US,57,26,M,234
21739,GB,49,28,F,78
21740,US,27,25,F,234
21741,US,19,32,M,234
21742,NO,25,22,M,168
21743,US,37,23,F,234
21744,GB,31,26,F,78
21745,AT,25,27,F,12
21746,GB,18,21,F,78
21747,US,13,29,F,234
21748,US,28,26,M,234
21749,NG,15,27,M,165
21750,US,52,24,F,234
21751,US,13,26,F,234
21752,US,30,28,F,234
21753,AU,14,27,F,13
21754,CO,17,24,M,49
21755,US,60,23,F,234
21756,US,33,29,F,234
21757,NO,18,28,F,168
21758,US,12,30,F,234
21759,US,21,28,F,234
21760,US,13,25,F,234
21761,AU,15,31,F,13
21762,US,16,30,M,234
21763,CA,26,30,F,38
21764,ZA,42,26,F,248
21765,US,19,24,M,234
21766,HK,28,30,F,96
21767,US,18,27,F,234
21768,US,14,23,M,234
21769,US,42,21,F,234
21770,CA,32,26,M,38
21771,CA,20,26,M,38
21772,US,16,25,F,234
21773,US,17,28,F,234
21774,PK,22,31,F,179
21775,CA,16,26,F,38
21776,US,21,29,F,234
21777,GB,20,29,M,78
21778,AU,22,23,F,13
21779,FR,38,33,F,76
21780,US,16,23,F,234
21781,GB,56,29,M,78
21782,GB,17,28,F,78
21783,BE,26,25,F,20
21784,JP,24,29,M,115
21785,IN,53,34,M,106
21786,GB,17,25,F,78
21787,RO,13,27,M,190
21788,RO,12,25,F,190
21789,GR,34,28,M,90
21790,LT,21,28,F,134
21791,GB,24,22,F,78
21792,US,19,26,M,234
21793,RS,13,25,F,191
21794,US,44,25,F,234
21795,GB,39,26,F,78
21797,AU,23,27,F,13
21798,GB,25,28,F,78
21799,GB,42,26,M,78
21800,US,20,29,F,234
21801,DE,27,24,F,57
21802,US,52,26,M,234
21803,US,17,28,M,234
21804,US,15,23,M,234
21805,US,15,31,M,234
21806,US,13,27,F,234
21807,GB,16,30,M,78
21808,US,29,27,F,234
21809,FR,14,27,F,76
21810,IT,26,26,F,111
21811,IN,17,26,F,106
21812,GB,30,27,F,78
21813,IE,31,31,F,103
21814,PK,23,31,F,179
21815,FI,18,31,F,71
21816,US,34,28,F,234
21817,US,61,23,M,234
21818,CA,26,28,F,38
21819,LT,0,30,F,134
21820,US,41,25,F,234
21821,GB,15,25,F,78
21822,US,31,25,F,234
21823,US,46,29,F,234
21824,PL,36,31,M,180
21825,US,46,28,F,234
21826,GB,20,25,M,78
21827,GB,37,28,M,78
21828,CA,15,25,M,38
21829,US,29,31,F,234
21830,US,27,25,M,234
21831,US,32,25,M,234
21832,US,18,25,M,234
21833,GB,19,31,M,78
21834,US,31,23,F,234
21835,US,42,27,M,234
21836,US,45,24,0,234
21837,FI,17,25,F,71
21838,US,15,32,F,234
21839,NZ,40,28,F,172
21840,US,42,25,F,234
21841,US,25,28,M,234
21842,NZ,17,26,F,172
21843,US,14,24,F,234
21844,GB,28,29,F,78
21845,CA,33,26,F,38
21846,PH,17,29,M,178
21847,US,20,32,F,234
21848,SG,20,28,F,199
21849,SG,20,27,F,199
21850,MX,28,25,F,158
21851,AU,15,25,M,13
21852,US,27,28,F,234
21853,AU,22,33,F,13
21854,US,29,27,F,234
21855,US,14,29,M,234
21856,CR,17,30,O,50
21857,US,20,27,F,234
21858,CA,22,28,M,38
21859,US,15,23,M,234
21860,US,18,26,F,234
21861,US,27,27,F,234
21862,AU,45,25,F,13
21863,CA,19,27,M,38
21864,US,22,25,F,234
21865,BR,23,29,M,31
21866,BR,41,33,M,31
21867,US,17,28,M,234
21868,US,17,22,M,234
21869,CA,16,24,M,38
21870,IN,24,26,M,106
21871,US,18,27,F,234
21872,US,15,25,M,234
21873,PH,29,30,F,178
21874,AU,23,27,M,13
21875,NG,31,24,M,165
21876,GB,18,28,F,78
21877,CA,14,29,F,38
21878,ID,16,26,F,102
21879,AU,66,25,M,13
21880,AU,27,28,F,13
21881,IL,24,29,M,104
21882,EG,40,25,F,65
21883,AU,17,28,F,13
21884,ID,25,26,F,102
21885,GB,54,26,F,78
21886,GB,18,25,M,78
21887,IN,31,25,F,106
21888,US,51,27,F,234
21889,GB,27,27,F,78
21890,PH,18,24,F,178
21891,GB,34,31,M,78
21892,AU,53,31,M,13
21893,FI,0,27,0,71
21894,US,27,27,F,234
21895,AU,28,30,F,13
21896,US,28,27,F,234
21897,CA,20,27,M,38
21898,GB,25,32,F,78
21899,CZ,25,26,F,56
21900,US,22,25,F,234
21902,AU,28,27,F,13
21903,CN,45,27,F,48
21904,GB,15,26,F,78
21905,US,26,28,F,234
21906,ID,17,25,F,102
21907,US,24,25,M,234
21908,US,39,27,F,234
21909,DE,24,24,F,57
21910,CA,23,27,F,38
21911,US,38,27,F,234
21912,GB,29,26,F,78
21913,US,24,29,M,234
21914,GB,29,26,F,78
21915,CA,25,26,M,38
21916,US,17,26,F,234
21917,IT,33,27,F,111
21918,US,38,28,F,234
21919,US,46,25,F,234
21920,GB,17,25,F,78
21921,US,24,26,F,234
21922,NO,16,28,F,168
21923,US,50,28,F,234
21924,SE,37,33,F,198
21925,US,15,15,F,234
21926,US,25,32,M,234
21927,US,0,25,M,234
21928,US,20,26,M,234
21929,CA,30,26,F,38
21930,US,24,23,M,234
21931,US,58,28,M,234
21932,AU,18,26,F,13
21933,US,46,30,F,234
21934,US,43,28,F,234
21935,PH,20,30,M,178
21936,US,22,26,M,234
21937,CA,42,26,M,38
21938,MY,21,22,F,159
21939,US,19,27,M,234
21940,US,15,26,M,234
21941,US,16,31,F,234
21942,US,16,30,F,234
21943,US,17,32,F,234
21944,US,27,29,F,234
21945,US,32,24,M,234
21946,US,24,28,F,234
21947,US,14,29,F,234
21948,US,17,23,F,234
21949,US,20,21,F,234
21950,CA,19,26,M,38
21951,US,19,27,M,234
21952,US,34,27,F,234
21953,PH,24,30,M,178
21954,US,32,24,M,234
21955,US,28,26,F,234
21956,CA,34,26,F,38
21957,BD,24,26,M,19
21958,AU,23,32,M,13
21959,CA,19,28,M,38
21960,GB,51,26,M,78
21961,MY,25,26,M,159
21962,US,21,27,M,234
21963,KR,25,28,F,123
21964,GB,37,26,F,78
21965,GR,14,22,F,90
21966,US,15,24,F,234
21967,NZ,15,28,F,172
21968,AU,20,26,F,13
21969,LV,25,31,F,136
21970,HU,39,26,M,101
21971,GB,35,25,M,78
21973,AE,18,30,M,1
21974,GB,17,30,M,78
21976,IN,23,22,M,106
21977,ZA,22,26,F,248
21978,US,44,28,F,234
21979,US,23,21,M,234
21980,AU,18,25,F,13
21981,GB,18,28,M,78
21982,GB,16,26,F,78
21983,IN,39,26,M,106
21984,LK,23,31,M,131
21985,SA,24,29,M,194
21986,US,31,30,F,234
21987,US,65,25,F,234
21988,US,18,27,F,234
21989,US,18,29,M,234
21990,DE,36,23,M,57
21991,GB,16,28,F,78
21992,US,45,29,F,234
21993,IR,32,27,F,109
21994,BE,35,31,F,20
21995,US,15,28,F,234
21996,US,15,25,M,234
21997,US,48,28,M,234
21998,US,64,27,F,234
21999,RS,17,26,F,191
22000,NL,21,25,M,167
22001,US,23,27,F,234
22002,IN,18,27,M,106
22003,RS,29,33,F,191
22004,US,18,26,M,234
22005,GB,30,27,M,78
22006,IE,40,21,F,103
22007,NL,28,24,M,167
22008,BR,21,24,M,31
22009,GB,15,22,M,78
22010,CA,26,25,M,38
22011,CA,19,25,O,38
22012,CA,19,26,O,38
22013,CA,19,25,F,38
22014,CA,22,25,F,38
22015,GB,17,31,M,78
22016,US,14,31,F,234
22017,AT,21,24,F,12
22018,AU,14,28,M,13
22019,ZA,22,34,M,248
22020,US,73,26,M,234
22021,GB,25,31,M,78
22022,CR,14,27,F,50
22023,US,19,19,M,234
22024,US,45,28,F,234
22025,US,19,25,M,234
22026,PR,22,31,F,183
22027,GB,19,22,M,78
22028,US,16,27,M,234
22029,US,69,25,F,234
22030,US,55,23,F,234
22031,US,12,33,F,234
22032,US,14,21,F,234
22033,US,19,22,F,234
22034,KR,22,28,M,123
22035,US,17,30,M,234
22036,US,27,30,F,234
22037,AU,40,27,M,13
22038,US,33,28,F,234
22039,US,22,25,M,234
22040,US,29,30,M,234
22041,US,23,23,F,234
22042,US,57,24,M,234
22043,BR,18,28,M,31
22044,US,24,28,F,234
22045,US,18,29,F,234
22046,AU,26,27,F,13
22047,US,15,26,F,234
22048,AU,50,26,F,13
22049,PH,15,26,F,178
22050,US,15,29,F,234
22051,CA,39,23,F,38
22052,US,13,20,F,234
22053,US,13,19,F,234
22054,US,14,28,M,234
22055,US,42,26,F,234
22056,US,19,22,F,234
22057,US,19,30,F,234
22058,PH,30,34,M,178
22059,CZ,23,31,F,56
22060,US,17,27,F,234
22061,US,25,25,M,234
22062,SI,20,27,F,201
22063,IN,60,32,M,106
22064,PH,18,25,F,178
22065,PH,19,10,M,178
22066,RO,17,28,F,190
22067,SG,21,32,F,199
22068,MY,46,22,M,159
22069,SG,18,31,F,199
22070,AU,33,27,M,13
22071,AU,18,36,F,13
22072,PH,14,24,M,178
22073,AU,55,23,M,13
22074,SA,22,29,F,194
22075,AU,14,24,F,13
22076,US,23,27,M,234
22077,US,18,22,M,234
22078,US,32,29,F,234
22079,US,13,25,F,234
