,country,age,overall_score,gender,country_id
4405,PK,20,19,M,179
4406,US,52,27,F,234
4407,US,32,23,M,234
4408,US,36,25,M,234
4409,GB,38,27,F,78
4410,PK,45,25,F,179
4411,US,20,29,M,234
4412,EU,55,29,M,70
4413,US,43,27,F,234
4414,US,34,24,M,234
4415,GB,35,25,M,78
4416,US,25,30,F,234
4417,US,21,27,F,234
4418,NO,67,27,M,168
4419,CA,22,27,M,38
4420,GB,20,28,M,78
4421,US,21,31,F,234
4422,US,23,22,M,234
4423,PH,17,34,F,178
4424,US,53,24,M,234
4425,AU,44,24,M,13
4426,PH,20,26,M,178
4427,US,23,25,M,234
4428,US,28,28,M,234
4429,CA,21,27,F,38
4430,US,28,29,M,234
4431,US,22,26,F,234
4432,US,18,25,F,234
4433,GB,15,27,M,78
4434,US,46,30,F,234
4435,US,45,25,F,234
4436,CA,23,33,F,38
4437,US,17,26,F,234
4438,GB,42,32,F,78
4439,US,39,24,M,234
4440,US,49,24,M,234
4441,EG,19,22,M,65
4442,US,0,23,F,234
4443,US,18,23,F,234
4444,US,30,24,F,234
4445,DK,19,27,M,59
4446,SE,42,29,M,198
4447,US,23,30,F,234
4448,RO,24,25,M,190
4449,US,46,28,F,234
4450,US,44,23,F,234
4451,US,60,27,F,234
4452,EE,19,30,F,64
4453,US,23,32,M,234
4454,US,31,27,M,234
4455,MX,17,27,M,158
4456,CA,53,26,M,38
4457,US,38,24,F,234
4458,AU,26,25,F,13
4459,DE,17,27,M,57
4460,DK,20,26,M,59
4461,PH,16,26,F,178
4462,US,25,25,M,234
4463,US,29,28,F,234
4464,US,34,26,M,234
4465,SE,21,28,F,198
4466,US,18,29,F,234
4467,TR,21,30,F,226
4468,US,26,28,M,234
4469,GB,22,29,F,78
4470,DE,21,27,F,57
4471,AU,25,26,F,13
4472,US,45,25,M,234
4473,US,44,27,F,234
4474,AU,16,22,F,13
4475,US,58,24,F,234
4476,US,64,28,F,234
4477,IN,24,30,M,106
4478,CA,13,28,F,38
4479,US,19,31,M,234
4480,CA,19,27,F,38
4481,CA,60,27,M,38
4482,IN,28,32,M,106
4483,PT,18,25,M,185
4484,US,14,31,F,234
4485,US,25,25,M,234
4486,GB,36,25,M,78
4487,DE,28,25,F,57
4488,US,20,25,F,234
4489,US,20,30,M,234
4490,US,16,30,F,234
4491,US,26,25,M,234
4492,GB,31,30,M,78
4493,CA,58,27,M,38
4494,CA,44,27,M,38
4495,US,18,31,M,234
4496,US,50,27,M,234
4497,US,23,27,M,234
4498,US,19,27,F,234
4499,TH,58,25,F,219
4500,US,18,30,F,234
4501,US,26,25,M,234
4502,US,16,27,F,234
4503,US,16,23,M,234
4504,US,41,27,M,234
4505,US,19,23,F,234
4506,US,15,33,F,234
4507,US,18,26,F,234
4508,CA,24,25,F,38
4509,IE,24,24,M,103
4510,GB,19,28,M,78
4511,GB,33,27,M,78
4512,LB,45,32,F,128
4513,PH,18,23,M,178
4514,SE,58,31,F,198
4515,US,21,31,F,234
4516,US,58,30,F,234
4517,US,38,27,M,234
4518,CA,13,29,O,38
4519,US,46,26,F,234
4520,US,31,26,F,234
4521,US,36,24,F,234
4522,TR,27,26,F,226
4523,US,19,25,F,234
4524,US,20,28,M,234
4525,CA,15,25,F,38
4526,GB,24,27,F,78
4527,KE,20,25,M,116
4528,CA,34,28,M,38
4529,US,21,26,M,234
4530,US,50,27,M,234
4531,US,42,28,M,234
4532,US,22,29,F,234
4533,BR,22,28,M,31
4534,US,43,24,M,234
4535,US,43,27,M,234
4536,US,35,35,M,234
4537,GB,35,26,F,78
4538,ZA,13,28,M,248
4539,ZA,38,21,F,248
4540,US,46,24,M,234
4541,US,18,28,F,234
4542,RO,23,25,F,190
4543,GB,15,24,O,78
4544,US,39,27,F,234
4545,US,21,29,F,234
4546,US,44,26,F,234
4547,US,20,28,F,234
4548,AU,41,26,M,13
4549,US,17,29,F,234
4550,US,34,28,F,234
4551,AU,18,29,M,13
4552,SG,19,25,F,199
4553,GB,25,25,F,78
4554,AU,23,27,F,13
4555,NL,50,26,M,167
4556,CA,15,25,M,38
4557,US,43,32,M,234
4558,IN,20,25,F,106
4559,US,22,25,F,234
4560,US,43,28,M,234
4561,CA,51,24,F,38
4562,CA,20,33,F,38
4563,US,24,29,M,234
4564,US,51,22,F,234
4565,US,21,30,M,234
4566,US,20,27,M,234
4567,US,29,28,M,234
4568,US,17,26,M,234
4569,US,21,24,F,234
4570,US,15,30,M,234
4571,US,41,21,M,234
4572,US,13,28,F,234
4573,US,19,31,M,234
4574,CA,49,27,F,38
4575,MX,21,22,F,158
4576,ZA,23,28,F,248
4577,NZ,18,25,F,172
4578,US,26,26,M,234
4579,US,49,28,M,234
4580,US,32,27,M,234
4581,US,50,28,F,234
4582,AT,26,26,O,12
4583,FR,20,23,M,76
4584,US,20,28,F,234
4585,GB,17,26,M,78
4589,US,23,28,F,234
4590,IR,21,26,M,109
4591,US,28,26,F,234
4592,US,21,30,M,234
4593,IE,32,27,M,103
4594,US,22,30,F,234
4595,US,18,30,F,234
4596,GB,19,24,F,78
4597,ZA,54,25,F,248
4598,IE,20,29,M,103
4599,CA,21,22,M,38
4600,US,16,29,M,234
4601,US,27,27,F,234
4602,PH,21,30,F,178
4603,PH,59,27,M,178
4604,US,54,24,M,234
4605,ZA,29,29,M,248
4606,PH,50,26,M,178
4607,FI,20,32,M,71
4608,US,33,30,M,234
4609,US,33,28,F,234
4610,US,43,27,F,234
4611,US,0,26,0,234
4612,US,57,22,M,234
4613,US,20,24,F,234
4614,US,19,27,F,234
4615,US,18,23,F,234
4616,US,23,26,F,234
4617,US,18,27,F,234
4618,GB,17,32,F,78
4619,US,46,24,M,234
4620,US,17,28,F,234
4621,US,15,25,F,234
4622,IL,47,25,F,104
4623,US,49,25,M,234
4624,NL,42,27,M,167
4625,US,56,29,F,234
4626,CH,35,31,F,43
4627,NZ,22,23,F,172
4628,GB,30,27,M,78
4629,AU,27,29,F,13
4630,GB,49,30,F,78
4631,PL,20,27,M,180
4632,TT,25,25,M,227
4633,GB,32,25,M,78
4634,MX,57,25,M,158
4635,US,54,28,F,234
4636,US,16,25,M,234
4637,JO,15,30,M,114
4638,US,13,30,F,234
4639,US,16,27,M,234
4640,US,18,25,F,234
4641,US,15,22,F,234
4642,US,15,25,M,234
4643,US,19,26,M,234
4644,RO,30,28,F,190
4645,GB,28,30,M,78
4646,AR,19,31,F,10
4647,US,17,30,M,234
4648,US,16,28,M,234
4649,VN,24,26,M,242
4650,AU,15,24,M,13
4651,US,19,24,F,234
4652,US,19,28,M,234
4653,GB,37,31,M,78
4654,ZA,54,30,0,248
4655,CA,17,27,M,38
4656,GB,32,30,M,78
4657,US,41,28,M,234
4658,AU,17,31,M,13
4659,AU,22,29,M,13
4660,AU,41,28,F,13
4661,US,41,25,M,234
4662,CA,27,27,F,38
4663,IS,28,31,F,110
4664,RU,21,28,M,192
4665,US,45,26,M,234
4666,GB,40,27,F,78
4667,GB,15,26,F,78
4668,US,22,28,F,234
4669,IE,45,25,F,103
4670,US,37,29,F,234
4671,NL,0,25,F,167
4672,US,18,29,M,234
4673,GB,19,29,M,78
4674,US,24,26,F,234
4675,US,25,27,M,234
4676,US,31,26,M,234
4677,US,22,28,F,234
4678,US,0,26,0,234
4679,US,18,26,F,234
4680,US,20,28,F,234
4681,US,50,19,M,234
4682,PH,17,25,F,178
4683,GB,40,25,F,78
4684,MY,52,31,M,159
4685,US,40,23,F,234
4686,HU,20,31,F,101
4687,US,19,24,F,234
4688,US,40,26,F,234
4689,AT,32,29,F,12
4690,US,23,24,F,234
4691,US,15,33,F,234
4692,US,16,28,M,234
4693,AU,16,28,F,13
4694,US,15,27,F,234
4695,US,22,26,M,234
4696,US,18,25,F,234
4697,CA,25,26,M,38
4698,CA,24,29,M,38
4699,CA,27,27,F,38
4700,HK,27,24,M,96
4701,KR,24,23,F,123
4702,US,27,28,F,234
4703,US,16,26,F,234
4704,IN,17,25,F,106
4705,AU,33,26,F,13
4706,AU,37,26,F,13
4707,US,56,24,M,234
4708,CA,49,28,F,38
4709,US,16,26,F,234
4710,GB,34,24,F,78
4711,US,40,30,F,234
4712,CA,28,27,M,38
4713,US,45,26,M,234
4714,US,22,28,F,234
4715,US,61,25,F,234
4716,GB,18,26,M,78
4717,CA,60,30,M,38
4718,US,18,26,F,234
4719,GB,25,28,M,78
4720,US,21,28,F,234
4721,US,36,25,F,234
4722,US,20,29,F,234
4723,US,19,27,F,234
4724,RS,22,30,F,191
4725,RS,23,26,M,191
4726,US,22,32,M,234
4727,NZ,39,23,M,172
4728,US,19,21,F,234
4729,US,64,28,F,234
4730,GB,21,26,M,78
4731,BG,31,31,F,22
4732,SE,29,31,F,198
4733,US,52,19,F,234
4734,ZA,24,31,F,248
4735,SE,21,26,M,198
4737,BE,18,25,M,20
4738,FI,48,26,M,71
4739,US,0,28,M,234
4740,GB,22,25,M,78
4741,GH,25,20,F,83
4742,GB,22,26,M,78
4743,CZ,29,25,M,56
4744,US,24,26,F,234
4745,EG,18,27,M,65
4746,US,56,24,M,234
4747,CZ,27,24,M,56
4748,US,22,23,F,234
4749,US,18,27,F,234
4750,US,52,27,M,234
4751,US,30,11,F,234
4752,US,58,27,F,234
4753,US,58,26,F,234
4754,GB,35,30,M,78
4755,US,28,27,F,234
4756,NG,29,30,M,165
4757,US,63,26,M,234
4758,US,43,29,M,234
4759,US,21,26,F,234
4760,GB,15,24,F,78
4761,US,23,28,M,234
4762,US,54,25,F,234
4763,GB,17,24,F,78
4764,US,53,31,M,234
4765,US,63,20,M,234
4766,US,63,26,M,234
4767,CA,29,26,F,38
4768,CA,31,26,M,38
4769,GB,22,27,M,78
4770,GB,28,29,F,78
4771,US,30,29,F,234
4772,LB,22,30,F,128
4773,US,68,30,M,234
4774,US,17,22,F,234
4775,US,42,29,M,234
4776,GB,48,23,F,78
4777,CA,25,26,F,38
4778,GB,31,21,F,78
4779,US,19,27,M,234
4780,CA,17,26,M,38
4782,US,19,23,M,234
4783,US,42,25,M,234
4784,US,21,28,F,234
4785,US,21,26,F,234
4786,BE,29,24,M,20
4788,US,19,27,F,234
4789,SG,15,33,F,199
4790,US,62,23,F,234
4791,DE,32,26,M,57
4792,GB,22,29,F,78
4793,US,35,28,M,234
4794,US,32,30,M,234
4795,CA,26,25,F,38
4796,GB,48,27,F,78
4797,US,54,30,F,234
4798,US,0,25,0,234
4799,GB,38,28,M,78
4800,ZA,19,29,M,248
4801,IE,16,25,M,103
4802,GB,16,29,F,78
4803,US,21,28,F,234
4804,US,15,31,F,234
4805,IE,24,26,M,103
4806,AU,38,28,M,13
4807,AE,38,27,M,1
4808,US,43,26,M,234
4809,IT,22,31,M,111
4810,DK,33,26,F,59
4811,US,22,28,F,234
4812,HU,23,23,M,101
4813,US,15,28,F,234
4814,US,18,26,F,234
4815,US,20,31,F,234
4816,US,40,27,F,234
4817,GB,36,27,M,78
4818,US,19,27,F,234
4819,GR,32,30,M,90
4820,US,34,22,F,234
4821,GB,38,24,M,78
4822,CA,40,28,F,38
4823,CA,18,29,F,38
4824,US,17,28,M,234
4825,US,28,24,F,234
4826,AU,19,25,F,13
4827,ES,36,27,M,68
4828,AU,14,29,F,13
4829,US,25,27,F,234
4830,US,52,24,M,234
4831,US,46,24,M,234
4832,IN,22,26,M,106
4833,US,46,29,F,234
4834,RO,37,28,M,190
4835,US,17,26,F,234
4836,PL,30,25,M,180
4837,US,25,28,M,234
4838,RS,22,24,M,191
4839,DK,49,29,F,59
4840,US,18,28,F,234
4841,US,46,25,M,234
4842,US,29,26,F,234
4843,AU,41,24,M,13
4844,US,25,27,F,234
4845,US,33,28,M,234
4846,US,38,24,F,234
4847,US,25,28,F,234
4848,US,15,23,O,234
4849,AU,44,28,F,13
4850,US,19,31,F,234
4851,RS,41,25,M,191
4852,US,56,27,F,234
4853,AU,14,30,M,13
4854,AU,45,28,M,13
4855,RS,29,29,F,191
4856,AU,15,27,F,13
4857,DE,31,26,M,57
4858,US,20,27,F,234
4859,US,22,24,F,234
4860,US,21,19,F,234
4861,US,25,29,F,234
4862,DE,42,25,F,57
4863,RU,22,29,M,192
4864,BR,26,28,M,31
4865,US,49,26,M,234
4866,RO,26,29,F,190
4867,BE,27,28,F,20
4868,DK,32,23,F,59
4869,US,23,28,F,234
4870,US,27,28,F,234
4871,EU,18,25,M,70
4872,US,47,25,M,234
4873,US,44,29,F,234
4874,DE,21,28,M,57
4875,US,23,24,M,234
4876,US,31,24,M,234
4877,US,23,28,F,234
4878,US,26,30,F,234
4879,US,21,29,F,234
4880,US,20,29,M,234
4881,GB,73,24,M,78
4882,GB,30,25,F,78
4883,PH,19,26,F,178
4884,PH,19,27,F,178
4885,PH,17,30,F,178
4886,RU,34,28,F,192
4887,AU,20,33,M,13
4888,GB,19,30,F,78
4889,CA,13,26,M,38
4890,BE,20,31,M,20
4891,US,14,28,F,234
4892,HU,45,27,M,101
4893,US,16,28,O,234
4894,IT,20,27,M,111
4895,IN,19,29,F,106
4896,GB,26,28,F,78
4897,NL,62,27,M,167
4898,GB,18,23,M,78
4899,US,18,26,F,234
4900,BA,23,25,F,17
4901,US,45,22,M,234
4902,US,36,24,M,234
4903,US,34,31,M,234
4904,US,48,24,F,234
4905,GB,23,28,F,78
4906,CA,46,25,M,38
4907,US,32,23,F,234
4908,CA,16,28,F,38
4909,US,32,27,M,234
4910,IN,23,28,F,106
4911,US,23,29,M,234
4912,FR,24,29,M,76
4913,IN,43,27,F,106
4914,JP,22,21,F,115
4915,AU,14,30,M,13
4916,BE,53,26,F,20
4917,HU,24,29,F,101
4918,IN,23,26,M,106
4919,US,39,24,M,234
4920,US,27,27,M,234
4921,US,33,26,M,234
4922,GB,16,30,F,78
4923,US,29,22,F,234
4924,CA,21,25,M,38
4925,US,29,28,M,234
4926,US,28,27,M,234
4927,US,21,22,F,234
4928,US,16,27,F,234
4929,US,29,27,M,234
4930,US,53,26,M,234
4931,US,24,28,M,234
4932,US,19,26,M,234
4933,US,21,26,M,234
4934,BE,25,20,F,20
4935,IN,55,32,M,106
4936,PL,45,28,F,180
4937,US,21,26,F,234
4938,IL,27,28,M,104
4939,CA,50,25,F,38
4940,MA,30,27,M,138
4941,GB,33,26,F,78
4942,GB,38,27,M,78
4943,US,22,28,F,234
4944,NO,36,25,M,168
4945,US,26,27,M,234
4946,RU,27,30,F,192
4947,US,28,30,M,234
4948,US,24,23,F,234
4949,CA,33,25,M,38
4950,CA,33,25,M,38
4951,CA,55,40,M,38
4952,GB,17,27,F,78
4953,MX,23,29,F,158
4954,GB,17,29,F,78
4955,AU,26,26,M,13
4956,GB,17,29,M,78
4957,GB,42,30,M,78
4958,AU,31,27,F,13
4959,PH,59,27,M,178
4960,US,17,26,M,234
4961,US,15,26,F,234
4962,US,16,25,M,234
4963,US,21,28,M,234
4964,AU,18,21,F,13
4965,AU,14,25,O,13
4966,US,20,24,F,234
4967,US,22,28,M,234
4969,US,23,28,M,234
4970,GB,27,29,F,78
4971,PH,49,26,F,178
4972,NL,31,28,M,167
4973,SA,23,25,F,194
4974,US,33,28,F,234
4975,US,21,26,M,234
4976,RO,17,26,F,190
4977,US,48,27,F,234
4978,US,34,28,F,234
4979,CA,35,26,M,38
4980,US,21,33,F,234
4981,US,23,26,F,234
4982,FI,20,30,F,71
4983,DE,20,28,F,57
4984,US,21,28,M,234
4985,IT,21,27,M,111
4986,CA,23,25,M,38
4987,DE,27,26,M,57
4988,US,19,28,F,234
4989,US,22,28,F,234
4990,NZ,17,22,F,172
4991,AU,17,13,F,13
4992,BR,12,23,F,31
4993,HK,16,30,M,96
4994,CH,55,30,M,43
4995,IE,26,27,F,103
4996,IL,38,23,F,104
4997,CH,24,26,F,43
4998,US,25,27,F,234
4999,US,31,27,F,234
5000,US,18,28,M,234
5001,FR,17,28,F,76
5002,US,18,27,F,234
5003,US,20,25,F,234
5004,US,16,25,F,234
5005,GB,19,30,F,78
5006,US,15,25,F,234
5007,CA,21,26,F,38
5008,AU,15,28,F,13
5009,NZ,17,24,F,172
5010,US,14,28,F,234
5011,US,14,29,F,234
5012,AU,16,24,F,13
5013,HR,19,32,F,99
5014,JM,17,25,F,113
5015,US,30,24,F,234
5016,US,22,27,F,234
5017,US,23,28,M,234
5018,US,31,22,F,234
5019,US,17,25,F,234
5020,US,20,31,F,234
5021,AU,16,31,F,13
5022,BD,35,25,M,19
5023,RS,26,28,F,191
5024,PH,17,28,F,178
5025,LT,19,28,F,134
5026,NZ,19,29,F,172
5027,ZA,25,28,M,248
5028,MY,25,28,F,159
5029,ZA,41,26,M,248
5030,US,35,27,F,234
5031,DE,16,27,M,57
5032,US,52,27,F,234
5033,MX,20,29,F,158
5034,US,18,29,F,234
5035,GB,22,25,F,78
5036,US,23,20,M,234
5037,GB,0,28,F,78
5038,NZ,18,29,M,172
5039,US,32,28,M,234
5040,MY,16,25,F,159
5041,GB,39,25,F,78
5042,GB,18,26,M,78
5043,GB,20,29,F,78
5044,GB,27,25,F,78
5045,AU,42,23,M,13
5046,US,48,24,M,234
5047,CA,17,28,F,38
5048,US,20,25,F,234
5049,NZ,14,30,M,172
5050,IE,29,29,F,103
5051,US,25,33,M,234
5052,GR,31,30,M,90
5053,ZA,17,27,F,248
5054,SG,21,29,M,199
5055,CA,39,27,M,38
5056,CA,13,24,F,38
5057,US,24,24,F,234
5058,US,22,25,F,234
5059,US,22,26,F,234
5060,US,40,26,M,234
5062,US,16,28,F,234
5063,US,16,28,F,234
5064,DE,17,24,M,57
5065,US,23,25,F,234
5066,US,22,28,F,234
5067,GH,24,24,M,83
5068,US,29,27,F,234
5069,FI,22,27,F,71
5070,CA,47,29,M,38
5071,US,17,27,F,234
5072,US,25,25,F,234
5073,BR,21,28,F,31
5074,US,19,24,F,234
5075,US,27,28,F,234
5076,AU,22,27,M,13
5077,US,30,26,M,234
5078,US,15,25,M,234
5079,DE,50,31,M,57
5080,US,15,27,F,234
5081,US,18,29,F,234
5082,ZA,25,27,M,248
5083,US,16,25,F,234
5084,GB,40,24,M,78
5085,NL,29,26,F,167
5086,US,20,29,M,234
5087,AU,29,29,F,13
5088,US,33,29,F,234
5089,CA,13,26,M,38
5090,GB,38,27,M,78
5091,SI,35,28,F,201
5092,US,41,15,F,234
5093,HK,30,26,F,96
5094,US,19,28,F,234
5095,CA,27,27,M,38
5096,CA,22,26,M,38
5097,US,57,29,M,234
5098,ZA,36,23,F,248
5099,US,32,25,M,234
5100,US,21,26,M,234
5101,US,21,28,M,234
5102,CA,20,25,M,38
5103,US,21,25,F,234
5104,US,51,26,F,234
5105,US,18,27,F,234
5106,US,43,29,F,234
5107,US,24,26,F,234
5108,US,22,25,F,234
5109,CA,58,26,F,38
5110,US,17,36,M,234
5111,AU,16,28,F,13
5112,US,33,29,M,234
5113,US,22,31,M,234
5114,US,0,28,F,234
5115,US,23,29,F,234
5116,US,16,15,F,234
5117,CA,0,27,0,38
5118,US,20,27,F,234
5119,US,26,26,F,234
5120,PH,19,24,M,178
5121,US,16,30,M,234
5122,US,28,26,M,234
5123,AR,23,28,F,10
5124,MY,36,23,M,159
5125,PH,25,30,M,178
5126,SG,14,29,M,199
5127,CA,48,29,F,38
5128,AU,24,28,F,13
5129,GB,20,25,F,78
5130,US,32,30,F,234
5131,US,35,25,M,234
5132,MY,14,31,M,159
5133,GB,27,29,M,78
5134,GB,14,27,M,78
5135,FR,23,25,F,76
5136,US,20,28,M,234
5137,DK,20,32,F,59
5138,US,20,25,F,234
5139,US,58,26,F,234
5140,US,44,25,F,234
5141,US,49,32,F,234
5142,GB,55,26,M,78
5143,US,22,27,F,234
5144,US,38,25,F,234
5145,US,21,30,M,234
5146,US,15,27,F,234
5147,US,26,25,M,234
5148,US,17,25,F,234
5149,US,43,24,F,234
5150,US,20,32,M,234
5151,US,38,29,M,234
5152,US,18,30,F,234
5153,US,47,27,M,234
5154,US,24,24,F,234
5155,US,22,26,M,234
5156,US,18,24,F,234
5157,US,18,26,M,234
5158,US,18,27,F,234
5159,US,28,29,M,234
5160,US,18,26,M,234
5161,US,31,27,M,234
5162,NL,58,26,M,167
5163,ZA,48,29,F,248
5164,US,52,31,M,234
5165,CA,26,25,F,38
5166,GB,50,30,M,78
5167,PR,19,26,M,183
5168,PR,19,28,F,183
5169,US,54,28,M,234
5170,US,22,27,F,234
5171,US,42,27,F,234
5172,US,18,25,F,234
5173,CA,45,28,F,38
5174,US,21,25,M,234
5175,US,60,30,M,234
5176,GB,17,30,M,78
5177,GB,16,27,M,78
5178,GB,30,27,F,78
5179,US,47,23,M,234
5180,US,19,24,F,234
5181,US,25,28,F,234
5182,US,19,23,F,234
5183,US,31,26,F,234
5184,US,19,25,M,234
5185,PL,28,29,M,180
5186,AU,34,28,F,13
5187,US,18,25,F,234
5188,US,18,25,F,234
5189,US,23,27,F,234
5190,AU,22,29,F,13
5191,US,22,27,M,234
5192,AU,17,28,F,13
5193,US,20,27,F,234
5194,US,44,25,M,234
5195,FI,34,25,F,71
5196,GB,44,27,M,78
5197,SI,20,29,F,201
5198,PH,16,28,M,178
5199,BB,37,25,F,18
5200,NL,0,26,M,167
5201,GB,30,28,F,78
5202,CA,19,23,F,38
5203,CA,26,28,F,38
5204,US,63,24,M,234
5205,CA,34,29,M,38
5206,CA,57,26,M,38
5208,US,65,26,F,234
5209,US,14,25,F,234
5210,GB,16,32,M,78
5211,US,18,31,M,234
5212,GB,36,28,M,78
5213,GB,15,23,F,78
5214,AU,34,26,F,13
5215,NZ,21,30,M,172
5216,US,52,23,F,234
5217,US,18,25,M,234
5218,AU,20,26,M,13
5219,US,50,23,F,234
5220,US,18,25,F,234
5221,AU,22,27,M,13
5222,AU,54,25,F,13
5223,CA,25,28,M,38
5224,BE,26,28,M,20
5225,US,46,25,F,234
5226,CA,18,28,M,38
5227,ZA,25,29,M,248
5228,SE,18,23,F,198
5229,CA,28,25,F,38
5230,ES,29,30,F,68
5231,GB,17,23,F,78
5232,CA,20,28,F,38
5233,LK,29,26,M,131
5234,US,49,32,M,234
5235,AU,23,26,M,13
5236,US,22,27,M,234
5237,CA,22,22,F,38
5238,US,39,25,M,234
5239,US,13,31,F,234
5240,DE,27,26,F,57
5241,IE,38,28,M,103
5242,GB,41,27,M,78
5243,US,19,26,M,234
5244,US,19,27,M,234
5245,US,17,27,F,234
5246,PL,23,24,M,180
5247,US,23,25,F,234
5248,GB,36,23,M,78
5249,US,21,29,F,234
5250,GB,24,26,M,78
5251,US,16,27,F,234
5252,CH,26,29,M,43
5253,US,18,26,F,234
5254,US,29,25,F,234
5255,US,40,27,M,234
5256,US,20,26,M,234
5257,NO,30,29,F,168
5258,GB,23,25,F,78
5259,DE,27,29,F,57
5260,GB,17,29,M,78
5261,US,28,27,F,234
5262,GB,18,23,F,78
5263,US,37,26,M,234
5264,IE,38,29,M,103
5265,CA,23,28,F,38
5266,US,40,27,F,234
5267,US,57,26,M,234
5268,NO,24,27,M,168
5269,PK,30,24,F,179
5270,GB,27,24,F,78
5271,DE,16,27,M,57
5272,US,45,26,F,234
5273,GB,18,29,M,78
5274,US,17,26,F,234
5275,DE,48,28,F,57
5276,US,29,27,F,234
5277,CN,37,24,M,48
5278,US,18,30,F,234
5279,CA,18,25,M,38
5280,GB,24,27,M,78
5281,CA,55,24,F,38
5282,US,25,27,F,234
5283,US,18,27,O,234
5284,US,57,25,F,234
5285,US,40,26,F,234
5286,AU,19,30,F,13
5287,US,26,28,M,234
5288,US,28,26,M,234
5289,PL,30,26,M,180
5290,FI,16,29,F,71
5291,TR,21,27,F,226
5292,US,45,29,F,234
5293,CA,42,27,M,38
5294,LB,20,28,M,128
5295,US,23,32,M,234
5297,US,37,25,F,234
5298,US,64,23,F,234
5299,CA,33,28,F,38
5300,BE,24,31,M,20
5301,SE,19,22,M,198
5302,US,18,25,M,234
5303,NL,28,28,F,167
5304,GB,40,32,M,78
5305,US,21,27,F,234
5306,CA,22,26,F,38
5307,US,29,24,M,234
5308,AU,40,29,F,13
5309,CA,25,25,F,38
5310,US,23,27,M,234
5311,US,55,28,M,234
5312,GB,50,24,F,78
5313,PH,23,29,F,178
5314,IN,36,29,M,106
5315,SA,25,28,F,194
5316,US,30,28,M,234
5317,US,25,31,F,234
5318,GB,15,28,F,78
5319,US,46,30,F,234
5320,IL,24,27,M,104
5321,CA,35,23,F,38
5322,US,21,26,M,234
5323,HU,19,27,M,101
5324,US,17,27,M,234
5325,US,31,26,F,234
5326,US,19,29,F,234
5327,BG,23,28,F,22
5328,US,18,23,F,234
5329,US,20,29,F,234
5330,DE,19,28,F,57
5331,US,17,27,F,234
5332,US,17,29,F,234
5333,BA,22,28,F,17
5334,NZ,25,29,O,172
5335,AU,18,29,M,13
5336,CA,40,32,M,38
5337,PL,27,27,M,180
5338,US,16,26,F,234
5339,CA,20,28,F,38
5340,US,19,30,F,234
5341,US,13,25,M,234
5342,CR,16,31,F,50
5343,CA,18,27,F,38
5344,US,15,23,F,234
5345,US,20,26,F,234
5346,US,19,29,F,234
5347,CA,19,28,F,38
5348,US,19,33,F,234
5349,AU,42,31,M,13
5350,US,18,26,F,234
5351,GB,19,28,F,78
5352,US,17,30,F,234
5353,NO,23,28,F,168
5354,US,19,19,F,234
5355,BE,22,29,F,20
5356,US,17,30,F,234
5357,US,17,31,F,234
5358,US,14,28,F,234
5359,US,25,26,F,234
5360,US,15,25,F,234
5361,US,16,27,M,234
5362,US,17,30,O,234
5363,US,15,27,F,234
5364,US,14,26,F,234
5365,US,18,24,M,234
5366,CA,13,28,O,38
5367,US,38,25,F,234
5368,US,16,26,F,234
5369,US,26,28,M,234
5370,US,20,28,F,234
5371,US,14,26,F,234
5372,US,15,24,F,234
5373,US,14,30,O,234
5374,US,21,22,M,234
5375,US,20,25,F,234
5376,US,17,30,F,234
5377,US,18,25,F,234
5378,US,17,29,F,234
5379,US,16,25,F,234
5380,US,17,29,M,234
5381,US,15,26,F,234
5382,US,16,27,F,234
5383,US,16,26,O,234
5384,US,16,26,F,234
5385,US,15,26,F,234
5386,US,14,25,F,234
5387,GB,13,31,M,78
5388,MY,21,29,F,159
5389,CA,17,29,F,38
5390,US,19,27,O,234
5391,US,14,26,F,234
5392,US,13,30,F,234
5393,US,17,29,F,234
5394,US,15,25,F,234
5395,US,19,28,F,234
5396,US,18,27,M,234
5397,CA,36,27,M,38
5398,US,16,28,F,234
5399,US,18,23,F,234
5400,US,15,28,F,234
5401,US,16,26,F,234
5402,US,16,28,F,234
5403,US,14,27,F,234
5404,US,16,29,F,234
5405,US,16,28,F,234
5406,US,15,29,F,234
5407,CA,15,27,F,38
5408,US,17,27,F,234
5409,US,21,28,F,234
5410,US,14,30,F,234
5411,US,18,29,M,234
5412,US,16,27,F,234
5413,US,14,27,F,234
5414,US,25,28,M,234
5415,US,21,25,F,234
5416,US,15,31,M,234
5417,US,15,31,O,234
5418,US,18,25,F,234
5419,US,14,31,F,234
5420,US,20,24,F,234
5421,US,17,27,F,234
5422,US,14,29,F,234
5423,US,17,29,F,234
5424,US,16,28,F,234
5425,US,20,27,M,234
5426,US,18,27,F,234
5427,US,18,28,M,234
5428,US,16,30,M,234
5429,US,17,30,O,234
5430,US,16,26,F,234
5431,CA,18,25,F,38
5432,US,13,24,F,234
5433,US,12,28,F,234
5434,US,18,27,F,234
5435,AU,19,28,F,13
5436,US,17,28,F,234
5437,US,14,31,F,234
5438,US,16,26,F,234
5439,US,13,26,F,234
5440,GB,17,27,F,78
5441,US,14,25,F,234
5442,NZ,25,30,M,172
5443,SG,20,28,F,199
5444,US,14,26,F,234
5445,US,16,29,F,234
5446,CA,14,26,F,38
5447,US,13,25,F,234
5448,US,14,25,F,234
5449,US,18,26,F,234
5450,US,16,32,F,234
